name,age,nationality,club,position,height,weight,foot,total_matches,total_goals,total_minutes,total_assists,total_goals_conceded,total_cs,total_yellow,total_red,minutes_per_goal,shot_accuracy,pass_completion_rate,cross_completion_rate,minutes_per_assist,dribble_success_rate,tackles,interception,market_value,titles,injuries
Edon Zhegrova,25,Kosovo,Lille,Forward - Right Wing,181,66,,223,43,12450,31,,,26,2,214,35.71,85.02,25.58,857,46.15,4,3,25.0,1,8
Medon Berisha,21,Kosovo,Lecce,Midfielder,,,,11,0,396,0,,,1,0,,,,,,,,,1.0,,0
Mergim Vojvoda,29,Kosovo,Torino,Defender - Right Back,187,78,Both,295,6,20158,,269,89,50,1,,0.0,86.65,35.29,,33.33,11,4,3.0,2,4
Gvidas Gineitis,20,Lithuania,Torino,Midfielder - Central Midfield,187,61,,55,3,2911,2,,,11,1,,50.0,77.38,17.65,321,0.0,4,3,2.0,0,2
Danel Sinani,27,Luxembourg,St. Pauli,Midfielder - Attacking Midfield,185,80,,282,73,18687,17,,,41,2,,100.0,65.0,0.0,,50.0,3,1,0.5,4,0
Abdoulaye Doucoure,31,Mali,Everton,Midfielder - Central Midfield,183,75,Right,379,49,29297,36,,,74,1,,50.0,84.56,0.0,,66.67,11,4,10.0,1,21
Birama Toure,32,Mali,Montpellier,Midfielder - Defensive Midfield,183,76,Right,388,12,31564,6,,,64,4,,50.0,83.61,,,0.0,8,5,1.5,0,5
Boubakar Kouyate,27,Mali,Montpellier,Defender - Centre Back,192,78,Both,212,10,17180,,225,70,63,5,,0.0,77.78,,,0.0,4,3,5.0,0,21
Cheick Doucoure,24,Mali,Crystal Palace,Midfielder - Defensive Midfield,180,73,Right,193,8,15042,11,,,38,2,,0.0,92.31,,,66.67,5,3,35.0,0,18
Diadie Samassekou,28,Mali,Hoffenheim,Midfielder - Defensive Midfield,177,68,Right,261,7,18879,12,,,46,2,,,80.0,,,0.0,0,1,1.0,6,9
El Bilal Toure,23,Mali,Stuttgart,Forward - Centre Forward,185,77,Both,136,26,6442,10,,,13,2,156,30.77,77.03,,311,75.0,3,0,20.0,1,6
Falaye Sacko,29,Mali,Montpellier,Defender - Right Back,179,64,Right,275,2,22515,,283,90,29,0,,,84.67,25.0,852,25.0,14,11,4.0,0,1
Ibrahim Sissoko,29,Mali,Saint-Étienne,Forward - Centre Forward,192,89,Right,229,72,13846,8,,,36,3,233,35.71,64.49,0.0,698,14.29,9,0,2.5,0,0
Kamory Doumbia,21,Mali,Brest,Midfielder - Attacking Midfield,170,53,,106,26,5572,13,,,3,0,,33.33,86.15,23.08,378,50.0,13,6,5.0,0,1
Lassana Coulibaly,28,Mali,Lecce,Midfielder - Central Midfield,183,77,Right,275,8,18742,11,,,42,1,,100.0,88.78,0.0,,66.67,8,4,2.8,0,6
Yaya Fofana,20,Mali,Reims,Midfielder,,,,16,1,648,1,,,4,0,593,,,,593,,,,3.0,,0
Yves Bissouma,28,Mali,Tottenham Hotspur,Midfielder - Central Midfield,182,80,Right,276,17,18083,9,,,69,4,245,100.0,91.61,,,37.5,12,4,35.0,0,28
Teddy Teuma,31,Malta,Reims,Midfielder - Central Midfield,176,72,Left,363,51,29098,34,,,72,3,219,66.67,83.64,20.0,,33.33,4,3,7.0,2,8
Jeremy Sebas,21,Martinique,Strasbourg,Midfielder,,,,31,7,1123,0,,,1,0,,100.0,75.0,,,50.0,2,0,,0,3
Keyliane Hikram Abdallah,18,Mayotte,Olympique Marseille II,Forward,185,71,Left,4,0,185,0,,,0,0,,,100.0,,,0.0,1,0,,0,0
Edson Alvarez,27,Mexico,West Ham United,Midfielder - Defensive Midfield,190,73,,353,24,26291,8,,,97,9,,0.0,86.3,,,28.57,10,8,35.0,9,24
Johan Vasquez,26,Mexico,Genoa,Defender - Centre Back,182,78,Left,247,10,19909,,255,70,72,3,,20.0,83.56,50.0,,0.0,14,17,10.0,2,3
Raul Jimenez,33,Mexico,Fulham,Forward - Centre Forward,187,76,Right,465,140,28589,39,,,52,5,185,57.14,76.0,0.0,370,37.5,10,5,5.0,13,14
Adam Marusic,32,Montenegro,Lazio,Defender - Right Back,185,76,Right,419,29,33123,,419,137,62,7,,100.0,88.85,18.75,,66.67,13,5,5.0,3,8
Arijanet Muric,26,Montenegro,Ipswich Town,Goalkeeper - Goalkeeper,198,93,,193,0,17152,,211,58,18,3,,,63.67,,,0.0,0,0,7.0,5,3
Nikola Krstovic,24,Montenegro,Lecce,Forward - Centre Forward,185,,Both,236,82,16282,10,,,35,1,553,40.0,68.52,0.0,,34.38,10,2,6.0,2,2
Vasilije Adzic,18,Montenegro,Budućnost,Midfielder,,,,48,11,2923,4,,,2,0,298,,,,1491,,,,2.0,0,0
Abdelkabir Abqar,25,Morocco,Deportivo Alavés,Defender - Centre Back,188,80,Right,121,1,9573,,107,41,47,4,,33.33,73.17,0.0,1042,0.0,14,20,7.5,0,16
Abdou Harroui,26,Morocco,Hellas Verona,Midfielder - Central Midfield,182,76,Both,233,37,15529,23,,,23,0,288,66.67,81.25,0.0,,37.5,5,0,2.7,0,4
Achraf Hakimi,26,Morocco,PSG,Defender - Right Back,181,65,Right,368,49,29228,,314,131,67,5,170,36.36,90.62,21.88,212,50.0,19,12,60.0,11,20
Adam Masina,30,Morocco,Torino,Defender - Left Back,189,78,Left,286,10,21167,,268,95,55,3,70,0.0,86.12,42.86,524,33.33,15,6,1.5,0,4
Ayman Azhil,23,Morocco,Borussia Dortmund II,Midfielder - Defensive Midfield,170,,,144,13,10198,6,,,26,1,,,75.0,,,0.0,1,0,0.6,0,0
Munir El Haddadi,29,Morocco,Leganés,Forward - Centre Forward,175,69,Left,376,96,20975,25,,,44,3,358,66.67,75.0,0.0,,12.5,9,0,2.5,12,8
Nayef Aguerd,28,Morocco,Real Sociedad,Defender - Centre Back,190,76,Left,215,17,18688,,214,74,32,3,,40.0,90.48,,,100.0,12,6,35.0,3,27
Omar El Hilali,21,Morocco,RCD Espanyol,Defender - Right Back,183,,Right,105,0,7851,,99,34,27,1,,,79.9,6.67,,77.78,36,13,3.0,1,7
Oussama Targhalline,22,Morocco,Le Havre,Midfielder,183,71,Right,67,2,4313,2,,,16,1,,,81.27,22.22,,37.5,13,11,2.5,0,6
Saad El Haddad,19,Morocco,Venezia,Midfielder,,,,1,0,44,1,,,0,0,,0.0,93.33,40.0,44,33.33,2,0,,0,0
Sofyan Amrabat,28,Morocco,Fenerbahçe,Midfielder - Defensive Midfield,185,70,Right,335,8,23202,14,,,81,3,,,85.83,0.0,,0.0,3,0,22.0,3,10
Walid Cheddira,26,Morocco,RCD Espanyol,Forward - Centre Forward,187,80,,156,44,10197,7,,,13,2,,,66.67,,,0.0,0,0,6.0,0,2
Reinildo Mandava,30,Mozambique,Atlético Madrid,Defender - Left Back,180,74,Left,262,8,19507,,199,95,60,2,,100.0,82.52,0.0,,40.0,15,11,9.0,2,13
Arnaut Danjuma,27,Netherlands,Girona FC,Forward - Left Wing,178,74,Both,228,67,13981,35,,,9,0,367,53.85,83.43,25.0,,30.77,7,1,13.0,1,11
Azor Matusiwa,26,Netherlands,Rennes,Midfielder - Defensive Midfield,173,72,,215,2,16906,6,,,45,3,,0.0,85.86,100.0,,100.0,28,12,12.0,2,20
Benjamin Bouchouari,23,Netherlands,Saint-Étienne,Midfielder - Central Midfield,,,,155,5,9821,7,,,24,0,373,0.0,89.31,0.0,,71.43,10,4,2.0,0,0
Cody Gakpo,25,Netherlands,Liverpool,Forward - Left Wing,193,76,Right,322,119,20640,69,,,19,0,477,22.22,84.78,11.11,477,77.78,9,4,55.0,5,9
Crysencio Summerville,23,Netherlands,West Ham United,Forward - Right Wing,174,66,,177,51,11634,24,,,26,1,426,100.0,69.47,60.0,,41.67,4,0,22.0,3,3
Daley Blind,34,Netherlands,Girona FC,Defender - Left Back,180,72,Both,572,23,47202,,486,237,61,1,,100.0,90.25,22.22,978,77.78,17,12,3.0,16,13
Daley Sinkgraven,29,Netherlands,UD Las Palmas,Midfielder - Left Back,178,64,Left,224,6,13418,20,,,25,1,,,78.95,0.0,,100.0,5,1,1.0,3,22
Danilho Doekhi,26,Netherlands,Union Berlin,Defender - Centre Back,190,83,Right,261,12,22570,,303,76,21,3,,0.0,75.61,66.67,,100.0,16,12,17.0,2,10
Dean Donny Huijsen,19,Netherlands,Juventus II,Defender,,,,28,1,2510,,28,7,6,0,,,,,,,,,,0,1
Donyell Malen,25,Netherlands,Borussia Dortmund,Forward - Right Wing,176,,,336,125,20502,43,,,28,0,244,50.0,73.74,11.11,,30.43,0,1,40.0,3,11
Emanuel Emegha,21,Netherlands,Strasbourg,Forward - Centre Forward,195,63,Both,123,29,7071,5,,,17,0,214,81.25,76.34,,643,36.36,4,0,15.0,0,3
Eros Maddy,23,Netherlands,Auxerre,Forward,,,Right,101,4,5024,12,,,12,0,,,100.0,,,0.0,0,0,0.25,1,0
Frenkie de Jong,27,Netherlands,FC Barcelona,Midfielder - Central Midfield,181,70,Right,410,33,31871,32,,,46,2,,,93.22,0.0,,50.0,1,0,60.0,10,21
Gabriel Osei Misehouy,19,Netherlands,Girona FC,Forward,,,Right,55,15,2974,5,,,3,0,184,,,,,,,,1.0,,0
Ian Maatsen,22,Netherlands,Aston Villa,Defender - Left Back,178,65,,237,15,17727,,211,73,50,2,,0.0,85.37,40.0,,33.33,7,1,40.0,5,4
Jan Paul van Hecke,24,Netherlands,Brighton & Hove Albion,Defender - Center Back,189,84,Right,137,5,10986,,143,40,40,2,,,,,819,,,,22.0,,0
Jasper Cillessen,35,Netherlands,UD Las Palmas,Goalkeeper - Goalkeeper,185,83,Right,358,0,31589,,361,122,6,0,,,66.32,,,0.0,1,0,1.0,11,18
Jay Idzes,24,Netherlands,Venezia,Midfielder - Central Midfield,180,,,191,7,14736,6,,,30,2,,33.33,88.16,33.33,,40.0,13,6,2.5,0,1
Jeffrey Gouweleeuw,33,Netherlands,Augsburg,Defender - Centre Back,188,78,Right,440,19,38284,,611,108,92,2,,25.0,83.23,33.33,990,57.14,14,16,2.0,0,19
Joel Veltman,32,Netherlands,Brighton & Hove Albion,Defender - Right Back,184,75,Right,413,15,32275,,335,148,85,7,,0.0,80.88,27.27,,16.67,18,10,8.0,7,30
Joshua Zirkzee,23,Netherlands,Manchester United,Forward - Centre Forward,193,84,Right,220,67,12627,30,,,22,2,452,66.67,76.03,0.0,452,50.0,2,2,50.0,10,7
Jurgen Ekkelenkamp,24,Netherlands,Udinese,Midfielder - Attacking Midfield,188,83,,236,45,14248,19,,,20,1,,0.0,82.14,,,50.0,0,0,5.5,7,2
Jurrien Timber,23,Netherlands,Arsenal,Defender - Centre Back,182,79,,211,9,16912,,195,82,25,0,,0.0,82.82,11.11,775,66.67,14,4,38.0,9,11
Justin Kluivert,25,Netherlands,AFC Bournemouth,Forward - Left Wing,172,66,,293,59,17636,33,,,49,2,352,56.25,76.35,22.22,352,40.0,8,5,14.0,1,14
Ki Jana Hoever,22,Netherlands,Auxerre,Defender - Right Back,180,65,Right,151,10,10628,,145,41,15,2,,50.0,72.58,37.93,,37.5,12,6,4.5,7,5
Kingsley Ehizibue,29,Netherlands,Udinese,Defender - Right Back,189,78,Right,276,12,18372,17,,,52,1,,33.33,73.49,32.14,1097,22.22,16,9,2.2,1,13
Lamare Bogarde,20,Netherlands,Aston Villa,Defender - Defensive Midfield,177,72,,102,3,7626,,140,19,21,1,,,85.87,,,100.0,8,1,0.45,2,0
Marco Bizot,33,Netherlands,Brest,Goalkeeper - Goalkeeper,193,88,Right,423,0,37802,,480,141,26,4,,,61.82,,,0.0,1,0,4.0,0,3
Mark Flekken,31,Netherlands,Brentford,Goalkeeper - Goalkeeper,195,85,Both,256,1,22773,,323,71,12,0,,,76.12,,,0.0,1,0,12.0,2,9
Marten de Roon,33,Netherlands,Atalanta,Midfielder - Defensive Midfield,185,76,Right,589,32,48291,27,,,152,9,585,66.67,87.22,25.0,,0.0,32,15,7.0,1,17
Matthijs de Ligt,25,Netherlands,Manchester United,Defender - Centre Back,189,89,Both,386,31,31267,,324,135,52,2,85,83.33,91.87,50.0,,0.0,11,12,55.0,8,12
Mickey van de Ven,23,Netherlands,Tottenham Hotspur,Defender - Centre Back,193,88,,143,7,12076,,181,33,25,0,,33.33,92.45,,356,66.67,8,8,55.0,0,9
Myron Boadu,23,Netherlands,Bochum,Forward - Centre Forward,181,67,Both,196,71,11010,17,,,15,2,174,66.67,75.0,0.0,348,0.0,0,0,5.0,1,13
Naci Unuvar,21,Netherlands,RCD Espanyol,Forward - Left Wing,168,,Right,133,33,7050,23,,,13,1,,0.0,75.0,50.0,,0.0,2,0,2.5,5,6
Nathan Ake,29,Netherlands,Manchester City,Defender - Centre Back,180,75,Left,340,24,25528,,330,110,30,1,,0.0,96.25,,,0.0,1,1,40.0,15,30
Noussair Mazraoui,27,Netherlands,Manchester United,Defender - Right Back,183,63,Right,281,23,19664,,209,111,29,2,,50.0,84.87,28.57,915,83.33,39,10,30.0,7,24
Pablo Rosario,27,Netherlands,Nice,Midfielder - Defensive Midfield,185,73,,347,17,26123,18,,,64,2,879,80.0,86.78,100.0,,57.14,8,15,8.0,2,14
Ramon Hendriks,23,Netherlands,Stuttgart,Defender - Center Back,,,Left,88,0,6538,,110,21,13,0,,100.0,75.0,0.0,,0.0,3,2,0.8,2,5
Ryan Gravenberch,22,Netherlands,Liverpool,Midfielder - Central Midfield,190,,Right,267,27,17701,29,,,25,1,,50.0,88.53,100.0,1080,73.33,20,19,40.0,9,7
Sam Beukema,26,Netherlands,Bologna,Defender - Center Back,188,,,202,18,15784,,152,75,20,1,,25.0,88.54,100.0,1034,0.0,13,8,18.0,0,4
Sepp van den Berg,22,Netherlands,Brentford,Defender - Centre Back,192,,,185,9,15166,,240,48,32,1,,60.0,81.48,33.33,,50.0,14,6,18.0,3,6
Stefan de Vrij,32,Netherlands,Inter Milan,Defender - Centre Back,189,78,Right,519,28,41813,,442,191,51,3,,0.0,93.92,,,0.0,6,2,7.0,8,8
Teun Koopmeiners,26,Netherlands,Juventus,Midfielder - Defensive Midfield,183,77,,347,81,27796,36,,,50,1,,33.33,90.4,29.03,559,50.0,8,2,55.0,2,9
Thijs Dallinga,24,Netherlands,Bologna,Forward - Centre Forward,180,,,160,74,11036,16,,,14,0,,20.0,80.0,,,25.0,5,0,15.0,1,5
Tijanni Noslin,25,Netherlands,Lazio,Forward,,,,100,17,5476,8,,,12,2,210,28.57,80.95,22.22,,50.0,2,0,10.0,0,6
Virgil van Dijk,33,Netherlands,Liverpool,Defender - Centre Back,195,92,Right,584,55,51240,,544,229,67,6,135,40.0,91.75,,1080,100.0,7,15,30.0,11,27
Xavi Simons,21,Netherlands,RB Leipzig,Midfielder - Attacking Midfield,179,58,Right,141,45,10607,36,,,29,1,308,83.33,83.65,21.43,616,47.83,8,2,80.0,6,5
Zakaria Aboukhlal,24,Netherlands,Toulouse,Forward - Right Wing,179,73,Right,222,59,11358,17,,,22,0,231,51.61,67.44,17.65,462,42.11,10,4,10.0,0,3
Benjamin Old,22,New Zealand,Saint-Étienne,Midfielder,173,,,88,7,4506,6,,,3,0,,40.0,83.1,23.08,,57.14,4,1,0.8,0,3
Chris Wood,32,New Zealand,Nottingham Forest,Forward - Centre Forward,191,81,Right,569,197,36502,22,,,14,0,115,73.68,66.45,100.0,,33.33,1,2,7.0,2,24
Liberato Cacace,24,New Zealand,Empoli,Defender - Left Back,170,,Left,209,6,15367,,241,46,36,1,,66.67,78.79,28.57,183,25.0,5,0,2.0,0,2
Alex Iwobi,28,Nigeria,Fulham,Forward - Attacking Midfield,183,75,Right,391,40,26044,42,,,11,1,346,66.67,82.18,18.42,520,46.88,18,5,25.0,10,13
Caleb Okoli,23,Nigeria,Leicester City,Defender - Center Back,187,79,,125,1,10357,,139,35,29,0,,33.33,89.29,0.0,,0.0,17,7,12.0,1,2
Chidera Ejuke,26,Nigeria,Sevilla FC,Forward - Left Wing,176,72,,238,41,15712,22,,,12,0,543,55.56,83.13,21.43,,65.31,6,2,6.0,0,4
Christantus Ugonna Uche,21,Nigeria,Getafe CF,Midfielder,190,,Both,14,1,1090,0,,,3,0,1090,,,,,,,,,,0
David Akpan Ankeye,22,Nigeria,Genoa,Midfielder,,,,32,3,923,1,,,0,0,,,,,,,,,,,0
Frank Onyeka,26,Nigeria,Augsburg,Midfielder - Central Midfield,183,78,,230,18,14310,12,,,50,2,,,85.71,,,0.0,0,0,9.0,4,11
Hamzat Basit Ojediran,21,Nigeria,Lens,Midfielder,,,,46,4,3179,3,,,10,0,,0.0,85.71,,,0.0,5,2,1.2,0,1
Joe Aribo,28,Nigeria,Southampton,Midfielder - Central Midfield,183,76,Left,371,48,25623,36,,,30,0,652,66.67,88.65,0.0,,31.58,10,6,5.0,2,0
Kelechi Iheanacho,28,Nigeria,Sevilla FC,Forward - Centre Forward,185,82,Left,333,90,15165,43,,,18,0,,50.0,75.68,,,50.0,1,0,9.0,6,11
Moses Simon,29,Nigeria,Nantes,Forward - Left Wing,168,66,Both,383,66,27214,58,,,21,1,308,66.67,76.73,27.78,231,50.91,8,6,12.0,3,11
Ola Aina,28,Nigeria,Nottingham Forest,Defender - Right Back,184,82,Right,288,8,21806,,280,91,50,1,87,33.33,81.12,21.74,,61.11,22,13,12.0,5,7
Paul Onuachu,30,Nigeria,Southampton,Forward - Centre Forward,201,84,,367,170,22466,16,,,48,1,,50.0,58.33,,,50.0,0,1,13.0,3,3
Samuel Chukwueze,25,Nigeria,AC Milan,Forward - Right Wing,172,70,Left,302,49,17156,32,,,16,0,508,50.0,82.5,20.83,,47.83,6,0,20.0,2,7
Taiwo Awoniyi,27,Nigeria,Nottingham Forest,Forward - Centre Forward,183,74,Right,238,63,13862,15,,,19,1,,25.0,77.78,0.0,,50.0,1,0,28.0,2,15
Umar Sadiq,27,Nigeria,Real Sociedad,Forward - Centre Forward,191,75,Right,257,84,16502,22,,,40,3,,0.0,62.5,0.0,,55.56,2,2,6.0,2,11
Victor Boniface,23,Nigeria,Bayer Leverkusen,Forward,189,85,Right,173,68,9721,24,,,17,1,111,46.88,73.17,50.0,663,37.5,4,0,45.0,1,4
Victor Orakpo,18,Nigeria,Nice,Forward,194,79,Right,5,0,48,0,,,0,0,,,,,,,,,0.5,,0
Wilfred Ndidi,27,Nigeria,Leicester City,Midfielder - Defensive Midfield,183,74,Right,383,24,30934,24,,,70,3,,50.0,81.38,18.18,248,50.0,36,7,16.0,2,18
Conor Bradley,21,Northern Ireland,Liverpool,Defender - Right Back,181,,,163,15,11874,,141,62,30,0,,100.0,87.39,0.0,,100.0,2,2,15.0,4,6
Jonny Evans,36,Northern Ireland,Manchester United,Defender - Centre Back,188,77,Both,515,21,42035,,491,174,72,3,,0.0,88.73,,,100.0,7,1,2.0,18,79
Alexander Sorloth,28,Norway,Atlético Madrid,Forward - Centre Forward,195,90,Right,411,147,25009,45,,,37,1,132,61.11,62.25,100.0,331,62.5,3,0,25.0,1,11
Andreas Hanche Olsen,27,Norway,Mainz 05,Defender - Centre Back,185,82,Right,290,12,23868,,312,82,49,3,,,80.2,,299,0.0,5,2,9.0,1,11
Antonio Nusa,19,Norway,RB Leipzig,Midfielder,,,,128,19,6146,14,,,1,0,,100.0,85.42,0.0,163,57.14,3,0,22.0,0,2
Aron Donnum,26,Norway,Toulouse,Midfielder - Right Midfield,179,73,,246,36,16547,28,,,59,2,,40.0,78.02,3.57,,42.86,13,7,3.5,0,7
Erling Haaland,24,Norway,Manchester City,Forward - Centre Forward,195,87,Left,310,261,22626,46,,,27,0,90,66.67,67.89,0.0,,38.46,2,1,200.0,4,15
Gift Orban,22,Norway,Olympique Lyonnais,Forward,,,,97,55,5946,2,,,14,1,93,75.0,67.74,0.0,,25.0,0,0,15.0,0,0
Jorgen Strand Larsen,24,Norway,Wolverhampton Wanderers,Forward - Centre Forward,193,79,Right,235,62,15201,27,,,26,0,248,78.57,58.27,50.0,496,66.67,4,3,25.0,0,6
Joshua King,32,Norway,Toulouse,Forward - Centre Forward,180,74,Right,430,88,26047,30,,,31,0,193,53.33,81.51,0.0,578,50.0,4,1,2.0,3,39
Julian Ryerson,27,Norway,Borussia Dortmund,Defender - Right Back,183,82,Right,265,17,17679,,255,80,34,0,56,75.0,92.54,21.05,790,46.15,12,11,20.0,0,11
Leo Skiri Ostigard,24,Norway,Rennes,Defender - Centre Back,182,80,,204,16,15826,,213,60,48,3,48,50.0,82.42,,,50.0,15,6,8.0,0,4
Magnus Knudsen,23,Norway,Holstein Kiel,Midfielder,175,65,,152,8,9402,4,,,19,0,,0.0,89.17,,,100.0,26,6,2.0,0,2
Martin Odegaard,25,Norway,Arsenal,Midfielder - Attacking Midfield,178,68,Left,426,70,31838,60,,,30,0,,50.0,83.7,20.0,213,50.0,6,1,110.0,3,17
Morten Thorsby,28,Norway,Genoa,Midfielder - Central Midfield,186,72,Right,342,30,21745,15,,,65,4,,40.0,63.09,0.0,699,25.0,9,3,3.0,0,8
Ola Solbakken,26,Norway,Empoli,Forward - Right Wing,186,82,,176,27,10762,27,,,19,0,,100.0,66.36,20.0,,45.45,2,1,2.5,1,0
Orjan Nyland,34,Norway,Sevilla FC,Goalkeeper - Goalkeeper,192,90,Right,304,0,27072,,368,84,9,2,,,57.91,,,0.0,1,0,1.4,6,4
Osame Sahraoui,23,Norway,Lille,Midfielder,164,53,,170,20,12073,29,,,10,1,,66.67,87.61,20.0,216,42.86,2,2,8.5,0,5
Sander Berge,26,Norway,Fulham,Midfielder - Central Midfield,195,88,Right,319,24,24679,22,,,37,1,,,89.63,,,0.0,14,12,20.0,2,8
Michael Amir Murillo,28,Panama,Olympique Marseille,Defender,183,75,Right,333,28,26897,,308,106,61,6,,0.0,87.7,0.0,,60.0,22,8,5.0,1,2
Antonio Sanabria,28,Paraguay,Torino,Forward - Centre Forward,180,70,Right,316,82,20026,15,,,31,1,351,37.5,80.92,,,50.0,2,0,7.0,0,11
Miguel Almiron,30,Paraguay,Newcastle United,Forward - Right Wing,174,63,Left,384,64,26814,38,,,34,1,,33.33,77.78,,,0.0,1,0,20.0,3,16
Omar Alderete,27,Paraguay,Getafe CF,Defender - Center Back,188,92,Left,248,9,20309,,262,75,88,6,,42.86,67.99,0.0,,44.44,18,13,5.0,0,18
Ramon Sosa Acosta,25,Paraguay,Nottingham Forest,Midfielder,177,73,,160,28,10988,16,,,22,0,120,50.0,76.19,0.0,,57.14,3,1,13.0,0,0
Gianluca Lapadula,34,Peru,Cagliari,Forward - Striker,178,69,Left,397,155,26775,18,,,60,4,,100.0,53.12,0.0,,100.0,2,0,1.5,2,3
Renato Tapia,29,Peru,Leganés,Midfielder - Defensive Midfield,185,78,Right,308,13,20251,6,,,64,3,716,66.67,75.0,0.0,,30.0,18,7,5.0,5,31
Adam Dzwigala,29,Poland,St. Pauli,Defender - Centre Back,185,80,,219,11,13151,,207,51,34,2,,0.0,70.97,0.0,,0.0,8,0,0.6,0,0
Adrian Benedyczak,24,Poland,Parma,Forward - Centre Forward,190,,Both,172,36,8772,5,,,20,0,,0.0,75.0,0.0,,0.0,0,0,6.0,1,2
Jakub Kaminski,22,Poland,Wolfsburg,Midfielder - Left Wing,179,,Right,183,23,11941,17,,,10,0,,20.0,80.73,40.91,652,44.44,11,6,6.0,1,3
Jakub Kiwior,24,Poland,Arsenal,Defender - Centre Back,189,75,Left,202,7,15512,,216,61,30,1,,,78.12,,,50.0,0,0,30.0,3,0
Jakub Moder,25,Poland,Brighton & Hove Albion,Midfielder - Central Midfield,191,78,,184,15,11091,10,,,22,1,,,84.62,,,0.0,0,0,10.0,0,3
Jan Bednarek,28,Poland,Southampton,Defender - Centre Back,189,84,Right,345,13,29049,,432,97,82,2,,0.0,93.97,,,100.0,8,14,11.0,2,14
Kacper Urbanski,20,Poland,Bologna,Midfielder - Defensive Midfield,178,74,,83,5,4618,3,,,6,0,235,25.0,87.04,50.0,,60.0,5,2,7.0,0,1
Kamil Grabara,25,Poland,Wolfsburg,Goalkeeper,,,,283,0,25256,,299,97,19,1,,,58.87,,,100.0,0,0,14.0,5,0
Karol Fila,26,Poland,FCV Dender EH,Defender - Right Back,183,72,,160,6,10767,,159,49,36,2,58,75.0,87.29,37.5,,25.0,13,7,0.7,2,9
Karol Linetty,29,Poland,Torino,Midfielder - Central Midfield,176,73,Right,383,26,26501,14,,,92,1,766,33.33,86.69,,,33.33,16,3,3.5,2,7
Lukasz Fabianski,39,Poland,West Ham United,Goalkeeper - Goalkeeper,190,83,Right,437,0,38553,,543,116,12,1,,,61.9,,,0.0,0,0,0.7,4,20
Lukasz Skorupski,33,Poland,Bologna,Goalkeeper - Goalkeeper,187,84,Right,386,0,34612,,487,100,22,0,,,77.82,,,0.0,0,0,3.5,0,0
Marcin Bulka,25,Poland,Nice,Goalkeeper - Goalkeeper,199,90,,118,0,10443,,127,38,6,0,,,77.14,,,0.0,0,0,20.0,8,3
Mateusz Kowalski,19,Poland,Parma,Midfielder,,,,18,4,500,1,,,2,1,,0.0,66.67,,,0.0,0,0,0.3,0,2
Matty Cash,27,Poland,Aston Villa,Defender - Right Back,185,79,Right,315,27,23433,23,,,53,1,,0.0,88.27,16.67,,80.0,11,5,28.0,1,24
Nicola Zalewski,22,Poland,Roma,Forward - Left Midfield,164,68,Right,139,4,8079,9,,,13,1,,0.0,78.16,40.74,,8.33,3,3,12.0,1,4
Pawel Dawidowicz,29,Poland,Hellas Verona,Defender - Centre Back,189,80,Both,317,8,22613,,306,78,86,8,,,87.23,,,100.0,8,3,3.0,0,10
Piotr Zielinski,30,Poland,Inter Milan,Midfielder - Central Midfield,177,64,Right,514,64,32970,59,,,50,1,124,60.0,92.27,20.0,,33.33,5,0,22.0,2,5
Radoslaw Majecki,25,Poland,Monaco,Goalkeeper - Goalkeeper,192,75,Right,175,0,15649,,173,66,11,0,,,72.13,,,0.0,0,0,5.0,1,4
Robert Lewandowski,36,Poland,FC Barcelona,Forward - Centre Forward,185,80,Right,775,588,63350,119,,,77,2,78,68.42,73.84,0.0,582,64.71,6,2,15.0,31,16
Sebastian Walukiewicz,24,Poland,Torino,Defender - Centre Back,188,85,,142,1,10927,,166,34,21,0,,0.0,84.59,0.0,,50.0,8,10,5.0,0,4
Tymoteusz Puchacz,25,Poland,Holstein Kiel,Defender - Left Back,180,81,Left,223,12,15877,,203,67,34,0,,33.33,79.09,27.03,373,53.33,8,1,2.0,1,0
Andre Almeida,24,Portugal,Valencia CF,Midfielder - Central Midfield,176,62,,176,8,10459,8,,,15,0,,100.0,87.56,50.0,,42.86,14,2,15.0,0,4
Andre Gomes,31,Portugal,Lille,Midfielder - Central Midfield,188,84,Right,359,25,22421,19,,,77,2,,0.0,88.7,100.0,,40.0,4,3,10.0,13,44
Andre Silva,29,Portugal,RB Leipzig,Forward - Centre Forward,184,84,,436,152,28405,37,,,40,0,,50.0,75.0,,49,0.0,1,0,6.0,4,8
Aurelio Buta,27,Portugal,Reims,Defender - Right Back,172,66,,242,8,16983,,226,59,49,2,,33.33,84.58,50.0,628,50.0,17,7,5.0,2,6
Bernardo Silva,30,Portugal,Manchester City,Midfielder - Attacking Midfield,173,64,Left,578,107,40458,98,,,67,0,,54.55,89.56,4.55,308,47.83,10,5,70.0,23,15
Beto Bercique,26,Portugal,Everton,Forward - Centre Forward,194,88,Right,170,52,9539,7,,,12,0,113,66.67,30.77,,,50.0,1,0,20.0,0,4
Bruno Fernandes,30,Portugal,Manchester United,Midfielder - Attacking Midfield,179,80,Right,580,170,44775,142,,,117,4,511,30.43,80.0,10.42,340,53.33,27,8,65.0,6,16
Carlos Borges,20,Portugal,Wolverhampton Wanderers,Forward,,,,125,55,7640,46,,,10,0,,,90.0,33.33,,33.33,1,0,8.0,2,1
